radius,outer,inner,clean_choice,sr_choice
0.1,2,14,HistGB,RandomForest
0.1,3,0,HistGB,HistGB
0.1,3,1,HistGB,HistGB
0.1,3,2,HistGB,HistGB
0.1,3,3,HistGB,HistGB
0.1,3,4,HistGB,HistGB
0.1,3,5,HistGB,HistGB
0.1,3,6,HistGB,RandomForest
0.1,3,7,HistGB,HistGB
0.1,3,8,HistGB,HistGB
0.1,3,9,HistGB,HistGB
0.1,3,10,HistGB,HistGB
0.1,3,11,HistGB,HistGB
0.1,3,12,HistGB,HistGB
0.1,3,13,HistGB,HistGB
0.1,3,14,HistGB,HistGB
0.1,4,0,HistGB,HistGB
0.1,4,1,HistGB,RandomForest
0.1,4,2,HistGB,HistGB
0.1,4,3,HistGB,HistGB
0.1,4,4,HistGB,HistGB
0.1,4,5,HistGB,HistGB
0.1,4,6,HistGB,HistGB
0.1,4,7,HistGB,HistGB
0.1,4,8,HistGB,HistGB
0.1,4,9,HistGB,HistGB
0.1,4,10,HistGB,HistGB
0.1,4,11,HistGB,HistGB
0.1,4,12,HistGB,HistGB
0.1,4,13,HistGB,HistGB
0.1,4,14,HistGB,HistGB
0.1,5,0,HistGB,RandomForest
0.1,5,1,HistGB,HistGB
0.1,5,2,HistGB,HistGB
0.1,5,3,HistGB,HistGB
0.1,5,4,HistGB,HistGB
0.1,5,5,HistGB,HistGB
0.1,5,6,HistGB,HistGB
0.1,5,7,HistGB,RandomForest
0.1,5,8,HistGB,HistGB
0.1,5,9,HistGB,HistGB
0.1,5,10,HistGB,HistGB
0.1,5,11,HistGB,HistGB
0.1,5,12,HistGB,HistGB
0.1,5,13,HistGB,HistGB
0.1,5,14,HistGB,HistGB
0.1,6,0,HistGB,HistGB
0.1,6,1,HistGB,HistGB
0.1,6,2,HistGB,HistGB
0.1,6,3,HistGB,HistGB
0.1,6,4,HistGB,HistGB
0.1,6,5,HistGB,HistGB
0.1,6,6,HistGB,HistGB
0.1,6,7,HistGB,HistGB
0.1,6,8,HistGB,HistGB
0.1,6,9,HistGB,HistGB
0.1,6,10,HistGB,HistGB
0.1,6,11,HistGB,HistGB
0.1,6,12,HistGB,HistGB
0.1,6,13,HistGB,HistGB
0.1,6,14,HistGB,HistGB
0.1,7,0,HistGB,HistGB
0.1,7,1,HistGB,HistGB
0.1,7,2,HistGB,HistGB
0.1,7,3,HistGB,HistGB
0.1,7,4,HistGB,HistGB
0.1,7,5,HistGB,HistGB
0.1,7,6,HistGB,HistGB
0.1,7,7,HistGB,HistGB
0.1,7,8,HistGB,HistGB
0.1,7,9,HistGB,HistGB
0.1,7,10,HistGB,RandomForest
0.1,7,11,HistGB,RandomForest
0.1,7,12,HistGB,HistGB
0.1,7,13,HistGB,HistGB
0.1,7,14,HistGB,HistGB
0.1,8,0,HistGB,HistGB
0.1,8,1,HistGB,HistGB
0.1,8,2,HistGB,HistGB
0.1,8,3,HistGB,HistGB
0.1,8,4,HistGB,HistGB
0.1,8,5,HistGB,HistGB
0.1,8,6,HistGB,RandomForest
0.1,8,7,HistGB,HistGB
0.1,8,8,HistGB,RandomForest
0.1,8,9,HistGB,RandomForest
0.1,8,10,HistGB,HistGB
0.1,8,11,HistGB,HistGB
0.1,8,12,HistGB,HistGB
0.1,8,13,HistGB,HistGB
0.1,8,14,HistGB,HistGB
0.1,9,0,HistGB,HistGB
0.1,9,1,HistGB,HistGB
0.1,9,2,HistGB,HistGB
0.1,9,3,HistGB,HistGB
0.1,9,4,HistGB,HistGB
0.1,9,5,HistGB,HistGB
0.1,9,6,HistGB,RandomForest
0.1,9,7,HistGB,HistGB
0.1,9,8,HistGB,RandomForest
0.1,9,9,HistGB,HistGB
0.1,9,10,HistGB,HistGB
0.1,9,11,HistGB,HistGB
0.1,9,12,HistGB,HistGB
0.1,9,13,HistGB,HistGB
0.1,9,14,HistGB,HistGB
0.1,10,0,HistGB,HistGB
0.1,10,1,HistGB,RandomForest
0.1,10,2,HistGB,HistGB
0.1,10,3,HistGB,RandomForest
0.1,10,4,HistGB,HistGB
0.1,10,5,HistGB,HistGB
0.1,10,6,HistGB,HistGB
0.1,10,7,HistGB,HistGB
0.1,10,8,HistGB,HistGB
0.1,10,9,HistGB,HistGB
0.1,10,10,HistGB,HistGB
0.1,10,11,HistGB,HistGB
0.1,10,12,HistGB,HistGB
0.1,10,13,HistGB,HistGB
0.1,10,14,HistGB,HistGB
0.1,11,0,HistGB,HistGB
0.1,11,1,HistGB,HistGB
0.1,11,2,HistGB,HistGB
0.1,11,3,HistGB,RandomForest
0.1,11,4,HistGB,HistGB
0.1,11,5,HistGB,HistGB
0.1,11,6,HistGB,HistGB
0.1,11,7,HistGB,HistGB
0.1,11,8,HistGB,HistGB
0.1,11,9,HistGB,HistGB
0.1,11,10,HistGB,HistGB
0.1,11,11,HistGB,HistGB
0.1,11,12,HistGB,RandomForest
0.1,11,13,HistGB,HistGB
0.1,11,14,HistGB,HistGB
0.1,12,0,HistGB,HistGB
0.1,12,1,HistGB,HistGB
0.1,12,2,HistGB,HistGB
0.1,12,3,HistGB,HistGB
0.1,12,4,HistGB,HistGB
0.1,12,5,HistGB,HistGB
0.1,12,6,HistGB,RandomForest
0.1,12,7,HistGB,HistGB
0.1,12,8,HistGB,HistGB
0.1,12,9,HistGB,HistGB
0.1,12,10,HistGB,HistGB
0.1,12,11,HistGB,HistGB
0.1,12,12,HistGB,HistGB
0.1,12,13,HistGB,HistGB
0.1,12,14,HistGB,RandomForest
0.1,13,0,HistGB,HistGB
0.1,13,1,HistGB,HistGB
0.1,13,2,HistGB,HistGB
0.1,13,3,HistGB,HistGB
0.1,13,4,HistGB,HistGB
0.1,13,5,HistGB,HistGB
0.1,13,6,HistGB,HistGB
0.1,13,7,HistGB,HistGB
0.1,13,8,HistGB,HistGB
0.1,13,9,HistGB,HistGB
0.1,13,10,HistGB,HistGB
0.1,13,11,HistGB,HistGB
0.1,13,12,HistGB,HistGB
0.1,13,13,HistGB,HistGB
0.1,13,14,HistGB,HistGB
0.1,14,0,HistGB,HistGB
0.1,14,1,HistGB,HistGB
0.1,14,2,HistGB,HistGB
0.1,14,3,HistGB,HistGB
0.1,14,4,HistGB,HistGB
0.1,14,5,HistGB,HistGB
0.1,14,6,HistGB,HistGB
0.1,14,7,HistGB,HistGB
0.1,14,8,HistGB,HistGB
0.1,14,9,HistGB,HistGB
0.1,14,10,HistGB,RandomForest
0.1,14,11,HistGB,HistGB
0.1,14,12,HistGB,HistGB
0.1,14,13,HistGB,RandomForest
0.1,14,14,HistGB,HistGB
0.1,15,0,HistGB,HistGB
0.1,15,1,HistGB,RandomForest
0.1,15,2,HistGB,HistGB
0.1,15,3,HistGB,HistGB
0.1,15,4,HistGB,HistGB
0.1,15,5,HistGB,HistGB
0.1,15,6,HistGB,HistGB
0.1,15,7,HistGB,HistGB
0.1,15,8,HistGB,RandomForest
0.1,15,9,HistGB,HistGB
0.1,15,10,HistGB,HistGB
0.1,15,11,HistGB,HistGB
0.1,15,12,HistGB,HistGB
0.1,15,13,HistGB,HistGB
0.1,15,14,HistGB,HistGB
0.1,16,0,HistGB,HistGB
0.1,16,1,HistGB,HistGB
0.1,16,2,HistGB,HistGB
0.1,16,3,HistGB,RandomForest
0.1,16,4,HistGB,HistGB
0.1,16,5,HistGB,RandomForest
0.1,16,6,HistGB,HistGB
0.1,16,7,HistGB,HistGB
0.1,16,8,HistGB,HistGB
0.1,16,9,HistGB,HistGB
0.1,16,10,HistGB,HistGB
0.1,16,11,HistGB,HistGB
0.1,16,12,HistGB,HistGB
0.1,16,13,HistGB,HistGB
0.1,16,14,HistGB,HistGB
0.1,17,0,HistGB,HistGB
0.1,17,1,HistGB,HistGB
0.1,17,2,HistGB,RandomForest
0.1,17,3,HistGB,HistGB
0.1,17,4,HistGB,HistGB
0.1,17,5,HistGB,HistGB
0.1,17,6,HistGB,HistGB
0.1,17,7,HistGB,HistGB
0.1,17,8,HistGB,HistGB
0.1,17,9,HistGB,HistGB
0.1,17,10,HistGB,HistGB
0.1,17,11,HistGB,RandomForest
0.1,17,12,HistGB,RandomForest
0.1,17,13,HistGB,HistGB
0.1,17,14,HistGB,HistGB
0.1,18,0,HistGB,HistGB
0.1,18,1,HistGB,RandomForest
0.1,18,2,HistGB,HistGB
0.1,18,3,HistGB,HistGB
0.1,18,4,HistGB,HistGB
0.1,18,5,HistGB,HistGB
0.1,18,6,HistGB,HistGB
0.1,18,7,HistGB,HistGB
0.1,18,8,HistGB,HistGB
0.1,18,9,HistGB,HistGB
0.1,18,10,HistGB,HistGB
0.1,18,11,HistGB,HistGB
0.1,18,12,HistGB,HistGB
0.1,18,13,HistGB,HistGB
0.1,18,14,HistGB,HistGB
0.1,19,0,HistGB,HistGB
0.1,19,1,HistGB,HistGB
0.1,19,2,HistGB,HistGB
0.1,19,3,HistGB,HistGB
0.1,19,4,HistGB,HistGB
0.1,19,5,HistGB,HistGB
0.1,19,6,HistGB,RandomForest
0.1,19,7,HistGB,HistGB
0.1,19,8,HistGB,HistGB
0.1,19,9,HistGB,HistGB
0.1,19,10,HistGB,HistGB
0.1,19,11,HistGB,HistGB
0.1,19,12,HistGB,RandomForest
0.1,19,13,HistGB,HistGB
0.1,19,14,HistGB,HistGB
0.1,20,0,HistGB,HistGB
0.1,20,1,HistGB,HistGB
0.1,20,2,HistGB,HistGB
0.1,20,3,HistGB,HistGB
0.1,20,4,HistGB,HistGB
0.1,20,5,HistGB,HistGB
0.1,20,6,HistGB,HistGB
0.1,20,7,HistGB,HistGB
0.1,20,8,HistGB,HistGB
0.1,20,9,HistGB,HistGB
0.1,20,10,HistGB,HistGB
0.1,20,11,HistGB,HistGB
0.1,20,12,HistGB,HistGB
0.1,20,13,HistGB,HistGB
0.1,20,14,HistGB,HistGB
0.1,21,0,HistGB,HistGB
0.1,21,1,HistGB,RandomForest
0.1,21,2,HistGB,HistGB
0.1,21,3,HistGB,HistGB
0.1,21,4,HistGB,HistGB
0.1,21,5,HistGB,HistGB
0.1,21,6,HistGB,HistGB
0.1,21,7,HistGB,HistGB
0.1,21,8,HistGB,HistGB
0.1,21,9,HistGB,HistGB
0.1,21,10,HistGB,HistGB
0.1,21,11,HistGB,HistGB
0.1,21,12,HistGB,HistGB
0.1,21,13,HistGB,HistGB
0.1,21,14,HistGB,HistGB
0.1,22,0,HistGB,HistGB
0.1,22,1,HistGB,HistGB
0.1,22,2,HistGB,HistGB
0.1,22,3,HistGB,HistGB
0.1,22,4,HistGB,RandomForest
0.1,22,5,HistGB,HistGB
0.1,22,6,HistGB,HistGB
0.1,22,7,HistGB,HistGB
0.1,22,8,HistGB,HistGB
0.1,22,9,HistGB,HistGB
0.1,22,10,HistGB,HistGB
0.1,22,11,HistGB,HistGB
0.1,22,12,HistGB,HistGB
0.1,22,13,HistGB,HistGB
0.1,22,14,HistGB,HistGB
0.1,23,0,HistGB,HistGB
0.1,23,1,HistGB,HistGB
0.1,23,2,HistGB,HistGB
0.1,23,3,HistGB,HistGB
0.1,23,4,HistGB,RandomForest
0.1,23,5,HistGB,HistGB
0.1,23,6,HistGB,HistGB
0.1,23,7,HistGB,HistGB
0.1,23,8,HistGB,HistGB
0.1,23,9,HistGB,HistGB
0.1,23,10,HistGB,RandomForest
0.1,23,11,HistGB,HistGB
0.1,23,12,HistGB,HistGB
0.1,23,13,HistGB,HistGB
0.1,23,14,HistGB,HistGB
0.1,24,0,HistGB,HistGB
0.1,24,1,HistGB,HistGB
0.1,24,2,HistGB,HistGB
0.1,24,3,HistGB,HistGB
0.1,24,4,HistGB,HistGB
0.1,24,5,HistGB,HistGB
0.1,24,6,HistGB,HistGB
0.1,24,7,HistGB,HistGB
0.1,24,8,HistGB,RandomForest
0.1,24,9,HistGB,HistGB
0.1,24,10,HistGB,HistGB
0.1,24,11,HistGB,HistGB
0.1,24,12,HistGB,RandomForest
0.1,24,13,HistGB,HistGB
0.1,24,14,HistGB,HistGB
0.125,0,0,HistGB,HistGB
0.125,0,1,HistGB,HistGB
0.125,0,2,HistGB,HistGB
0.125,0,3,HistGB,HistGB
0.125,0,4,HistGB,HistGB
0.125,0,5,HistGB,RandomForest
0.125,0,6,HistGB,HistGB
0.125,0,7,HistGB,RandomForest
0.125,0,8,HistGB,HistGB
0.125,0,9,HistGB,HistGB
0.125,0,10,HistGB,HistGB
0.125,0,11,HistGB,RandomForest
0.125,0,12,HistGB,HistGB
0.125,0,13,HistGB,HistGB
0.125,0,14,HistGB,RandomForest
0.125,1,0,HistGB,HistGB
0.125,1,1,HistGB,RandomForest
0.125,1,2,HistGB,HistGB
0.125,1,3,HistGB,HistGB
0.125,1,4,HistGB,HistGB
0.125,1,5,HistGB,HistGB
0.125,1,6,HistGB,HistGB
0.125,1,7,HistGB,HistGB
0.125,1,8,HistGB,HistGB
0.125,1,9,HistGB,HistGB
0.125,1,10,HistGB,HistGB
0.125,1,11,HistGB,RandomForest
0.125,1,12,HistGB,HistGB
0.125,1,13,HistGB,HistGB
0.125,1,14,HistGB,RandomForest
0.125,2,0,HistGB,RandomForest
0.125,2,1,HistGB,HistGB
0.125,2,2,HistGB,HistGB
0.125,2,3,HistGB,HistGB
0.125,2,4,HistGB,HistGB
0.125,2,5,HistGB,HistGB
0.125,2,6,HistGB,HistGB
0.125,2,7,HistGB,HistGB
0.125,2,8,HistGB,HistGB
0.125,2,9,HistGB,HistGB
0.125,2,10,HistGB,RandomForest
0.125,2,11,HistGB,HistGB
0.125,2,12,HistGB,RandomForest
0.125,2,13,HistGB,HistGB
0.125,2,14,HistGB,HistGB
0.125,3,0,HistGB,HistGB
0.125,3,1,HistGB,HistGB
0.125,3,2,HistGB,HistGB
0.125,3,3,HistGB,RandomForest
0.125,3,4,HistGB,HistGB
0.125,3,5,HistGB,HistGB
0.125,3,6,HistGB,HistGB
0.125,3,7,HistGB,HistGB
0.125,3,8,HistGB,HistGB
0.125,3,9,HistGB,RandomForest
0.125,3,10,HistGB,HistGB
0.125,3,11,HistGB,HistGB
0.125,3,12,HistGB,HistGB
0.125,3,13,HistGB,RandomForest
0.125,3,14,HistGB,RandomForest
0.125,4,0,HistGB,HistGB
0.125,4,1,HistGB,HistGB
0.125,4,2,HistGB,HistGB
0.125,4,3,HistGB,HistGB
0.125,4,4,HistGB,HistGB
0.125,4,5,HistGB,HistGB
0.125,4,6,HistGB,HistGB
0.125,4,7,HistGB,HistGB
0.125,4,8,HistGB,HistGB
0.125,4,9,HistGB,HistGB
0.125,4,10,HistGB,HistGB
0.125,4,11,HistGB,HistGB
0.125,4,12,HistGB,HistGB
0.125,4,13,HistGB,HistGB
0.125,4,14,HistGB,HistGB
0.125,5,0,HistGB,RandomForest
0.125,5,1,HistGB,RandomForest
0.125,5,2,HistGB,HistGB
0.125,5,3,HistGB,HistGB
0.125,5,4,HistGB,HistGB
0.125,5,5,HistGB,HistGB
0.125,5,6,HistGB,HistGB
0.125,5,7,HistGB,RandomForest
0.125,5,8,HistGB,RandomForest
0.125,5,9,HistGB,HistGB
0.125,5,10,HistGB,HistGB
0.125,5,11,HistGB,HistGB
0.125,5,12,HistGB,HistGB
0.125,5,13,HistGB,RandomForest
0.125,5,14,HistGB,HistGB
0.125,6,0,HistGB,HistGB
0.125,6,1,HistGB,HistGB
0.125,6,2,HistGB,HistGB
0.125,6,3,HistGB,HistGB
0.125,6,4,HistGB,HistGB
0.125,6,5,HistGB,RandomForest
0.125,6,6,HistGB,HistGB
0.125,6,7,HistGB,HistGB
0.125,6,8,HistGB,HistGB
0.125,6,9,HistGB,HistGB
0.125,6,10,HistGB,HistGB
0.125,6,11,HistGB,HistGB
0.125,6,12,HistGB,HistGB
0.125,6,13,HistGB,HistGB
0.125,6,14,HistGB,HistGB
0.125,7,0,HistGB,HistGB
0.125,7,1,HistGB,HistGB
0.125,7,2,HistGB,HistGB
0.125,7,3,HistGB,HistGB
0.125,7,4,HistGB,HistGB
0.125,7,5,HistGB,RandomForest
0.125,7,6,HistGB,HistGB
0.125,7,7,HistGB,RandomForest
0.125,7,8,HistGB,HistGB
0.125,7,9,HistGB,HistGB
0.125,7,10,HistGB,RandomForest
0.125,7,11,HistGB,HistGB
0.125,7,12,HistGB,HistGB
0.125,7,13,HistGB,HistGB
0.125,7,14,HistGB,HistGB
0.125,8,0,HistGB,HistGB
0.125,8,1,HistGB,HistGB
0.125,8,2,HistGB,HistGB
0.125,8,3,HistGB,HistGB
0.125,8,4,HistGB,HistGB
0.125,8,5,HistGB,HistGB
0.125,8,6,HistGB,RandomForest
0.125,8,7,HistGB,HistGB
0.125,8,8,HistGB,RandomForest
0.125,8,9,HistGB,HistGB
0.125,8,10,HistGB,HistGB
0.125,8,11,HistGB,HistGB
0.125,8,12,HistGB,HistGB
0.125,8,13,HistGB,HistGB
0.125,8,14,HistGB,HistGB
0.125,9,0,HistGB,HistGB
0.125,9,1,HistGB,HistGB
0.125,9,2,HistGB,HistGB
0.125,9,3,HistGB,RandomForest
0.125,9,4,HistGB,HistGB
0.125,9,5,HistGB,RandomForest
0.125,9,6,HistGB,RandomForest
0.125,9,7,HistGB,HistGB
0.125,9,8,HistGB,RandomForest
0.125,9,9,HistGB,HistGB
0.125,9,10,HistGB,HistGB
0.125,9,11,HistGB,HistGB
0.125,9,12,HistGB,HistGB
0.125,9,13,HistGB,HistGB
0.125,9,14,HistGB,HistGB
0.125,10,0,HistGB,HistGB
0.125,10,1,HistGB,HistGB
0.125,10,2,HistGB,HistGB
0.125,10,3,HistGB,RandomForest
0.125,10,4,HistGB,HistGB
0.125,10,5,HistGB,HistGB
0.125,10,6,HistGB,HistGB
0.125,10,7,HistGB,HistGB
0.125,10,8,HistGB,HistGB
0.125,10,9,HistGB,HistGB
0.125,10,10,HistGB,RandomForest
0.125,10,11,HistGB,HistGB
0.125,10,12,HistGB,HistGB
0.125,10,13,HistGB,HistGB
0.125,10,14,HistGB,HistGB
0.125,11,0,HistGB,HistGB
0.125,11,1,HistGB,HistGB
0.125,11,2,HistGB,HistGB
0.125,11,3,HistGB,RandomForest
0.125,11,4,HistGB,RandomForest
0.125,11,5,HistGB,HistGB
0.125,11,6,HistGB,HistGB
0.125,11,7,HistGB,RandomForest
0.125,11,8,HistGB,HistGB
0.125,11,9,HistGB,HistGB
0.125,11,10,HistGB,HistGB
0.125,11,11,HistGB,HistGB
0.125,11,12,HistGB,HistGB
0.125,11,13,HistGB,HistGB
0.125,11,14,HistGB,HistGB
0.125,12,0,HistGB,HistGB
0.125,12,1,HistGB,HistGB
0.125,12,2,HistGB,HistGB
0.125,12,3,HistGB,HistGB
0.125,12,4,HistGB,HistGB
0.125,12,5,HistGB,RandomForest
0.125,12,6,HistGB,HistGB
0.125,12,7,HistGB,HistGB
0.125,12,8,HistGB,HistGB
0.125,12,9,HistGB,HistGB
0.125,12,10,HistGB,HistGB
0.125,12,11,HistGB,HistGB
0.125,12,12,HistGB,HistGB
0.125,12,13,HistGB,RandomForest
0.125,12,14,HistGB,HistGB
0.125,13,0,HistGB,RandomForest
0.125,13,1,HistGB,HistGB
0.125,13,2,HistGB,HistGB
0.125,13,3,HistGB,HistGB
0.125,13,4,HistGB,RandomForest
0.125,13,5,HistGB,HistGB
0.125,13,6,HistGB,HistGB
0.125,13,7,HistGB,HistGB
0.125,13,8,HistGB,RandomForest
0.125,13,9,HistGB,HistGB
0.125,13,10,HistGB,HistGB
0.125,13,11,HistGB,KNN
0.125,13,12,HistGB,HistGB
0.125,13,13,HistGB,HistGB
0.125,13,14,HistGB,HistGB
0.125,14,0,HistGB,HistGB
0.125,14,1,HistGB,HistGB
0.125,14,2,HistGB,HistGB
0.125,14,3,HistGB,HistGB
0.125,14,4,HistGB,HistGB
0.125,14,5,HistGB,HistGB
0.125,14,6,HistGB,HistGB
0.125,14,7,HistGB,RandomForest
0.125,14,8,HistGB,HistGB
0.125,14,9,HistGB,RandomForest
0.125,14,10,HistGB,HistGB
0.125,14,11,HistGB,HistGB
0.125,14,12,HistGB,HistGB
0.125,14,13,HistGB,RandomForest
0.125,14,14,HistGB,HistGB
0.125,15,0,HistGB,HistGB
0.125,15,1,HistGB,RandomForest
0.125,15,2,HistGB,HistGB
0.125,15,3,HistGB,HistGB
0.125,15,4,HistGB,HistGB
0.125,15,5,HistGB,HistGB
0.125,15,6,HistGB,HistGB
0.125,15,7,HistGB,HistGB
0.125,15,8,HistGB,HistGB
0.125,15,9,HistGB,HistGB
0.125,15,10,HistGB,HistGB
0.125,15,11,HistGB,HistGB
0.125,15,12,HistGB,RandomForest
0.125,15,13,HistGB,RandomForest
0.125,15,14,HistGB,HistGB
0.125,16,0,HistGB,HistGB
0.125,16,1,HistGB,HistGB
0.125,16,2,HistGB,HistGB
0.125,16,3,HistGB,RandomForest
0.125,16,4,HistGB,HistGB
0.125,16,5,HistGB,HistGB
0.125,16,6,HistGB,RandomForest
0.125,16,7,HistGB,HistGB
0.125,16,8,HistGB,HistGB
0.125,16,9,HistGB,HistGB
0.125,16,10,HistGB,HistGB
0.125,16,11,HistGB,HistGB
0.125,16,12,HistGB,HistGB
0.125,16,13,HistGB,HistGB
0.125,16,14,HistGB,HistGB
0.125,17,0,HistGB,HistGB
0.125,17,1,HistGB,RandomForest
0.125,17,2,HistGB,RandomForest
0.125,17,3,HistGB,HistGB
0.125,17,4,HistGB,HistGB
0.125,17,5,HistGB,HistGB
0.125,17,6,HistGB,HistGB
0.125,17,7,HistGB,HistGB
0.125,17,8,HistGB,HistGB
0.125,17,9,HistGB,HistGB
0.125,17,10,HistGB,HistGB
0.125,17,11,HistGB,HistGB
0.125,17,12,HistGB,RandomForest
0.125,17,13,HistGB,HistGB
0.125,17,14,HistGB,RandomForest
0.125,18,0,HistGB,HistGB
0.125,18,1,HistGB,HistGB
0.125,18,2,HistGB,HistGB
0.125,18,3,HistGB,HistGB
0.125,18,4,HistGB,RandomForest
0.125,18,5,HistGB,HistGB
0.125,18,6,HistGB,HistGB
0.125,18,7,HistGB,HistGB
0.125,18,8,HistGB,RandomForest
0.125,18,9,HistGB,RandomForest
0.125,18,10,HistGB,HistGB
0.125,18,11,HistGB,HistGB
0.125,18,12,HistGB,HistGB
0.125,18,13,HistGB,RandomForest
0.125,18,14,HistGB,KNN
0.125,19,0,HistGB,HistGB
0.125,19,1,HistGB,HistGB
0.125,19,2,HistGB,HistGB
0.125,19,3,HistGB,RandomForest
0.125,19,4,HistGB,HistGB
0.125,19,5,HistGB,HistGB
0.125,19,6,HistGB,RandomForest
0.125,19,7,HistGB,HistGB
0.125,19,8,HistGB,HistGB
0.125,19,9,HistGB,HistGB
0.125,19,10,HistGB,HistGB
0.125,19,11,HistGB,HistGB
0.125,19,12,HistGB,HistGB
0.125,19,13,HistGB,HistGB
0.125,19,14,HistGB,HistGB
0.125,20,0,HistGB,HistGB
0.125,20,1,HistGB,HistGB
0.125,20,2,HistGB,HistGB
0.125,20,3,HistGB,HistGB
0.125,20,4,HistGB,HistGB
0.125,20,5,HistGB,HistGB
0.125,20,6,HistGB,HistGB
0.125,20,7,HistGB,HistGB
0.125,20,8,HistGB,HistGB
0.125,20,9,HistGB,HistGB
0.125,20,10,HistGB,RandomForest
0.125,20,11,HistGB,RandomForest
0.125,20,12,HistGB,HistGB
0.125,20,13,HistGB,HistGB
0.125,20,14,HistGB,HistGB
0.125,21,0,HistGB,RandomForest
0.125,21,1,HistGB,HistGB
0.125,21,2,HistGB,HistGB
0.125,21,3,HistGB,HistGB
0.125,21,4,HistGB,RandomForest
0.125,21,5,HistGB,HistGB
0.125,21,6,HistGB,HistGB
0.125,21,7,HistGB,HistGB
0.125,21,8,HistGB,HistGB
0.125,21,9,HistGB,HistGB
0.125,21,10,HistGB,HistGB
0.125,21,11,HistGB,HistGB
0.125,21,12,HistGB,HistGB
0.125,21,13,HistGB,HistGB
0.125,21,14,HistGB,HistGB
0.125,22,0,HistGB,HistGB
0.125,22,1,HistGB,HistGB
0.125,22,2,HistGB,HistGB
0.125,22,3,HistGB,HistGB
0.125,22,4,HistGB,RandomForest
0.125,22,5,HistGB,HistGB
0.125,22,6,HistGB,RandomForest
0.125,22,7,HistGB,HistGB
0.125,22,8,HistGB,RandomForest
0.125,22,9,HistGB,HistGB
0.125,22,10,HistGB,HistGB
0.125,22,11,HistGB,HistGB
0.125,22,12,HistGB,HistGB
0.125,22,13,HistGB,RandomForest
0.125,22,14,HistGB,HistGB
0.125,23,0,HistGB,HistGB
0.125,23,1,HistGB,RandomForest
0.125,23,2,HistGB,RandomForest
0.125,23,3,HistGB,RandomForest
0.125,23,4,HistGB,HistGB
0.125,23,5,HistGB,HistGB
0.125,23,6,HistGB,HistGB
0.125,23,7,HistGB,HistGB
0.125,23,8,HistGB,HistGB
0.125,23,9,HistGB,HistGB
0.125,23,10,HistGB,HistGB
0.125,23,11,HistGB,HistGB
0.125,23,12,HistGB,HistGB
0.125,23,13,HistGB,HistGB
0.125,23,14,HistGB,HistGB
0.125,24,0,HistGB,HistGB
0.125,24,1,HistGB,HistGB
0.125,24,2,HistGB,HistGB
0.125,24,3,HistGB,HistGB
0.125,24,4,HistGB,HistGB
0.125,24,5,HistGB,HistGB
0.125,24,6,HistGB,HistGB
0.125,24,7,HistGB,HistGB
0.125,24,8,HistGB,HistGB
0.125,24,9,HistGB,HistGB
0.125,24,10,HistGB,HistGB
0.125,24,11,HistGB,HistGB
0.125,24,12,HistGB,RandomForest
0.125,24,13,HistGB,RandomForest
0.125,24,14,HistGB,RandomForest
0.15,0,0,HistGB,HistGB
0.15,0,1,HistGB,HistGB
0.15,0,2,HistGB,HistGB
0.15,0,3,HistGB,HistGB
0.15,0,4,HistGB,HistGB
0.15,0,5,HistGB,HistGB
0.15,0,6,HistGB,HistGB
0.15,0,7,HistGB,RandomForest
0.15,0,8,HistGB,HistGB
0.15,0,9,HistGB,RandomForest
0.15,0,10,HistGB,HistGB
0.15,0,11,HistGB,HistGB
0.15,0,12,HistGB,RandomForest
0.15,0,13,HistGB,HistGB
0.15,0,14,HistGB,RandomForest
0.15,1,0,HistGB,HistGB
0.15,1,1,HistGB,HistGB
0.15,1,2,HistGB,HistGB
0.15,1,3,HistGB,KNN
0.15,1,4,HistGB,HistGB
0.15,1,5,HistGB,HistGB
0.15,1,6,HistGB,HistGB
0.15,1,7,HistGB,HistGB
0.15,1,8,HistGB,HistGB
0.15,1,9,HistGB,HistGB
0.15,1,10,HistGB,RandomForest
0.15,1,11,HistGB,RandomForest
0.15,1,12,HistGB,HistGB
0.15,1,13,HistGB,HistGB
0.15,1,14,HistGB,RandomForest
0.15,2,0,HistGB,HistGB
0.15,2,1,HistGB,HistGB
0.15,2,2,HistGB,HistGB
0.15,2,3,HistGB,RandomForest
0.15,2,4,HistGB,HistGB
0.15,2,5,HistGB,HistGB
0.15,2,6,HistGB,HistGB
0.15,2,7,HistGB,HistGB
0.15,2,8,HistGB,HistGB
0.15,2,9,HistGB,HistGB
0.15,2,10,HistGB,HistGB
0.15,2,11,HistGB,HistGB
0.15,2,12,HistGB,RandomForest
0.15,2,13,HistGB,HistGB
0.15,2,14,HistGB,RandomForest
0.15,3,0,HistGB,RandomForest
0.15,3,1,HistGB,HistGB
0.15,3,2,HistGB,HistGB
0.15,3,3,HistGB,HistGB
0.15,3,4,HistGB,HistGB
0.15,3,5,HistGB,HistGB
0.15,3,6,HistGB,HistGB
0.15,3,7,HistGB,HistGB
0.15,3,8,HistGB,HistGB
0.15,3,9,HistGB,HistGB
0.15,3,10,HistGB,HistGB
0.15,3,11,HistGB,HistGB
0.15,3,12,HistGB,HistGB
0.15,3,13,HistGB,HistGB
0.15,3,14,HistGB,HistGB
0.15,4,0,HistGB,HistGB
0.15,4,1,HistGB,RandomForest
0.15,4,2,HistGB,HistGB
0.15,4,3,HistGB,HistGB
