radius,outer,inner,clean_choice,sr_choice
0.05,1,4,HistGB,HistGB
0.05,1,5,HistGB,HistGB
0.05,1,6,HistGB,HistGB
0.05,1,7,HistGB,HistGB
0.05,1,8,HistGB,HistGB
0.05,1,9,HistGB,HistGB
0.05,1,10,HistGB,HistGB
0.05,1,11,HistGB,HistGB
0.05,1,12,HistGB,HistGB
0.05,1,13,HistGB,HistGB
0.05,1,14,HistGB,HistGB
0.05,2,0,HistGB,HistGB
0.05,2,1,HistGB,HistGB
0.05,2,2,HistGB,HistGB
0.05,2,3,HistGB,HistGB
0.05,2,4,HistGB,HistGB
0.05,2,5,HistGB,HistGB
0.05,2,6,HistGB,HistGB
0.05,2,7,HistGB,HistGB
0.05,2,8,HistGB,HistGB
0.05,2,9,HistGB,HistGB
0.05,2,10,HistGB,HistGB
0.05,2,11,HistGB,HistGB
0.05,2,12,HistGB,HistGB
0.05,2,13,HistGB,HistGB
0.05,2,14,HistGB,HistGB
0.05,3,0,HistGB,HistGB
0.05,3,1,HistGB,HistGB
0.05,3,2,HistGB,HistGB
0.05,3,3,HistGB,HistGB
0.05,3,4,HistGB,HistGB
0.05,3,5,HistGB,HistGB
0.05,3,6,HistGB,HistGB
0.05,3,7,HistGB,HistGB
0.05,3,8,HistGB,HistGB
0.05,3,9,HistGB,HistGB
0.05,3,10,HistGB,HistGB
0.05,3,11,HistGB,HistGB
0.05,3,12,HistGB,HistGB
0.05,3,13,HistGB,HistGB
0.05,3,14,HistGB,HistGB
0.05,4,0,HistGB,HistGB
0.05,4,1,HistGB,HistGB
0.05,4,2,HistGB,HistGB
0.05,4,3,HistGB,HistGB
0.05,4,4,HistGB,HistGB
0.05,4,5,HistGB,HistGB
0.05,4,6,HistGB,HistGB
0.05,4,7,HistGB,HistGB
0.05,4,8,HistGB,HistGB
0.05,4,9,HistGB,HistGB
0.05,4,10,HistGB,HistGB
0.05,4,11,HistGB,HistGB
0.05,4,12,HistGB,HistGB
0.05,4,13,HistGB,HistGB
0.05,4,14,HistGB,HistGB
0.05,5,0,HistGB,HistGB
0.05,5,1,HistGB,HistGB
0.05,5,2,HistGB,HistGB
0.05,5,3,HistGB,HistGB
0.05,5,4,HistGB,HistGB
0.05,5,5,HistGB,HistGB
0.05,5,6,HistGB,HistGB
0.05,5,7,HistGB,HistGB
0.05,5,8,HistGB,HistGB
0.05,5,9,HistGB,HistGB
0.05,5,10,HistGB,HistGB
0.05,5,11,HistGB,HistGB
0.05,5,12,HistGB,HistGB
0.05,5,13,HistGB,HistGB
0.05,5,14,HistGB,HistGB
0.05,6,0,HistGB,HistGB
0.05,6,1,HistGB,HistGB
0.05,6,2,HistGB,HistGB
0.05,6,3,HistGB,HistGB
0.05,6,4,HistGB,HistGB
0.05,6,5,HistGB,HistGB
0.05,6,6,HistGB,HistGB
0.05,6,7,HistGB,HistGB
0.05,6,8,HistGB,HistGB
0.05,6,9,HistGB,HistGB
0.05,6,10,HistGB,HistGB
0.05,6,11,HistGB,HistGB
0.05,6,12,HistGB,HistGB
0.05,6,13,HistGB,HistGB
0.05,6,14,HistGB,HistGB
0.05,7,0,HistGB,HistGB
0.05,7,1,HistGB,HistGB
0.05,7,2,HistGB,HistGB
0.05,7,3,HistGB,HistGB
0.05,7,4,HistGB,HistGB
0.05,7,5,HistGB,HistGB
0.05,7,6,HistGB,HistGB
0.05,7,7,HistGB,HistGB
0.05,7,8,HistGB,HistGB
0.05,7,9,HistGB,HistGB
0.05,7,10,HistGB,HistGB
0.05,7,11,HistGB,HistGB
0.05,7,12,HistGB,HistGB
0.05,7,13,HistGB,HistGB
0.05,7,14,HistGB,HistGB
0.05,8,0,HistGB,HistGB
0.05,8,1,HistGB,HistGB
0.05,8,2,HistGB,HistGB
0.05,8,3,HistGB,HistGB
0.05,8,4,HistGB,HistGB
0.05,8,5,HistGB,HistGB
0.05,8,6,HistGB,HistGB
0.05,8,7,HistGB,HistGB
0.05,8,8,HistGB,HistGB
0.05,8,9,HistGB,HistGB
0.05,8,10,HistGB,HistGB
0.05,8,11,HistGB,HistGB
0.05,8,12,HistGB,HistGB
0.05,8,13,HistGB,HistGB
0.05,8,14,HistGB,HistGB
0.05,9,0,HistGB,HistGB
0.05,9,1,HistGB,HistGB
0.05,9,2,HistGB,HistGB
0.05,9,3,HistGB,HistGB
0.05,9,4,HistGB,HistGB
0.05,9,5,HistGB,HistGB
0.05,9,6,HistGB,HistGB
0.05,9,7,HistGB,HistGB
0.05,9,8,HistGB,HistGB
0.05,9,9,HistGB,HistGB
0.05,9,10,HistGB,HistGB
0.05,9,11,HistGB,HistGB
0.05,9,12,HistGB,HistGB
0.05,9,13,HistGB,HistGB
0.05,9,14,HistGB,HistGB
0.05,10,0,HistGB,HistGB
0.05,10,1,HistGB,HistGB
0.05,10,2,HistGB,HistGB
0.05,10,3,HistGB,HistGB
0.05,10,4,HistGB,HistGB
0.05,10,5,HistGB,HistGB
0.05,10,6,HistGB,HistGB
0.05,10,7,HistGB,HistGB
0.05,10,8,HistGB,HistGB
0.05,10,9,HistGB,HistGB
0.05,10,10,HistGB,HistGB
0.05,10,11,HistGB,HistGB
0.05,10,12,HistGB,HistGB
0.05,10,13,HistGB,HistGB
0.05,10,14,HistGB,HistGB
0.05,11,0,HistGB,HistGB
0.05,11,1,HistGB,HistGB
0.05,11,2,HistGB,HistGB
0.05,11,3,HistGB,HistGB
0.05,11,4,HistGB,HistGB
0.05,11,5,HistGB,HistGB
0.05,11,6,HistGB,HistGB
0.05,11,7,HistGB,HistGB
0.05,11,8,HistGB,HistGB
0.05,11,9,HistGB,HistGB
0.05,11,10,HistGB,HistGB
0.05,11,11,HistGB,HistGB
0.05,11,12,HistGB,HistGB
0.05,11,13,HistGB,HistGB
0.05,11,14,HistGB,HistGB
0.05,12,0,HistGB,HistGB
0.05,12,1,HistGB,HistGB
0.05,12,2,HistGB,HistGB
0.05,12,3,HistGB,HistGB
0.05,12,4,HistGB,HistGB
0.05,12,5,HistGB,HistGB
0.05,12,6,HistGB,HistGB
0.05,12,7,HistGB,HistGB
0.05,12,8,HistGB,HistGB
0.05,12,9,HistGB,HistGB
0.05,12,10,HistGB,HistGB
0.05,12,11,HistGB,HistGB
0.05,12,12,HistGB,HistGB
0.05,12,13,HistGB,HistGB
0.05,12,14,HistGB,HistGB
0.05,13,0,HistGB,HistGB
0.05,13,1,HistGB,HistGB
0.05,13,2,HistGB,HistGB
0.05,13,3,HistGB,HistGB
0.05,13,4,HistGB,HistGB
0.05,13,5,HistGB,HistGB
0.05,13,6,HistGB,HistGB
0.05,13,7,HistGB,HistGB
0.05,13,8,HistGB,HistGB
0.05,13,9,HistGB,HistGB
0.05,13,10,HistGB,HistGB
0.05,13,11,HistGB,HistGB
0.05,13,12,HistGB,HistGB
0.05,13,13,HistGB,HistGB
0.05,13,14,HistGB,HistGB
0.05,14,0,HistGB,HistGB
0.05,14,1,HistGB,HistGB
0.05,14,2,HistGB,HistGB
0.05,14,3,HistGB,HistGB
0.05,14,4,HistGB,HistGB
0.05,14,5,HistGB,HistGB
0.05,14,6,HistGB,HistGB
0.05,14,7,HistGB,HistGB
0.05,14,8,HistGB,HistGB
0.05,14,9,HistGB,HistGB
0.05,14,10,HistGB,HistGB
0.05,14,11,HistGB,HistGB
0.05,14,12,HistGB,HistGB
0.05,14,13,HistGB,HistGB
0.05,14,14,HistGB,HistGB
0.05,15,0,HistGB,HistGB
0.05,15,1,HistGB,HistGB
0.05,15,2,HistGB,HistGB
0.05,15,3,HistGB,HistGB
0.05,15,4,HistGB,HistGB
0.05,15,5,HistGB,HistGB
0.05,15,6,HistGB,HistGB
0.05,15,7,HistGB,HistGB
0.05,15,8,HistGB,HistGB
0.05,15,9,HistGB,HistGB
0.05,15,10,HistGB,HistGB
0.05,15,11,HistGB,HistGB
0.05,15,12,HistGB,HistGB
0.05,15,13,HistGB,HistGB
0.05,15,14,HistGB,HistGB
0.05,16,0,HistGB,HistGB
0.05,16,1,HistGB,HistGB
0.05,16,2,HistGB,HistGB
0.05,16,3,HistGB,HistGB
0.05,16,4,HistGB,HistGB
0.05,16,5,HistGB,HistGB
0.05,16,6,HistGB,HistGB
0.05,16,7,HistGB,HistGB
0.05,16,8,HistGB,HistGB
0.05,16,9,HistGB,HistGB
0.05,16,10,HistGB,HistGB
0.05,16,11,HistGB,RandomForest
0.05,16,12,HistGB,HistGB
0.05,16,13,HistGB,HistGB
0.05,16,14,HistGB,HistGB
0.05,17,0,HistGB,HistGB
0.05,17,1,HistGB,HistGB
0.05,17,2,HistGB,HistGB
0.05,17,3,HistGB,HistGB
0.05,17,4,HistGB,HistGB
0.05,17,5,HistGB,HistGB
0.05,17,6,HistGB,HistGB
0.05,17,7,HistGB,HistGB
0.05,17,8,HistGB,HistGB
0.05,17,9,HistGB,HistGB
0.05,17,10,HistGB,HistGB
0.05,17,11,HistGB,HistGB
0.05,17,12,HistGB,HistGB
0.05,17,13,HistGB,HistGB
0.05,17,14,HistGB,HistGB
0.05,18,0,HistGB,HistGB
0.05,18,1,HistGB,HistGB
0.05,18,2,HistGB,HistGB
0.05,18,3,HistGB,HistGB
0.05,18,4,HistGB,HistGB
0.05,18,5,HistGB,HistGB
0.05,18,6,HistGB,HistGB
0.05,18,7,HistGB,HistGB
0.05,18,8,HistGB,HistGB
0.05,18,9,HistGB,HistGB
0.05,18,10,HistGB,HistGB
0.05,18,11,HistGB,HistGB
0.05,18,12,HistGB,HistGB
0.05,18,13,HistGB,HistGB
0.05,18,14,HistGB,HistGB
0.05,19,0,HistGB,HistGB
0.05,19,1,HistGB,HistGB
0.05,19,2,HistGB,HistGB
0.05,19,3,HistGB,HistGB
0.05,19,4,HistGB,HistGB
0.05,19,5,HistGB,HistGB
0.05,19,6,HistGB,HistGB
0.05,19,7,HistGB,HistGB
0.05,19,8,HistGB,HistGB
0.05,19,9,HistGB,HistGB
0.05,19,10,HistGB,HistGB
0.05,19,11,HistGB,HistGB
0.05,19,12,HistGB,HistGB
0.05,19,13,HistGB,HistGB
0.05,19,14,HistGB,HistGB
0.05,20,0,HistGB,HistGB
0.05,20,1,HistGB,HistGB
0.05,20,2,HistGB,HistGB
0.05,20,3,HistGB,HistGB
0.05,20,4,HistGB,HistGB
0.05,20,5,HistGB,HistGB
0.05,20,6,HistGB,HistGB
0.05,20,7,HistGB,HistGB
0.05,20,8,HistGB,HistGB
0.05,20,9,HistGB,HistGB
0.05,20,10,HistGB,HistGB
0.05,20,11,HistGB,HistGB
0.05,20,12,HistGB,HistGB
0.05,20,13,HistGB,HistGB
0.05,20,14,HistGB,HistGB
0.05,21,0,HistGB,HistGB
0.05,21,1,HistGB,HistGB
0.05,21,2,HistGB,HistGB
0.05,21,3,HistGB,HistGB
0.05,21,4,HistGB,HistGB
0.05,21,5,HistGB,HistGB
0.05,21,6,HistGB,HistGB
0.05,21,7,HistGB,HistGB
0.05,21,8,HistGB,HistGB
0.05,21,9,HistGB,HistGB
0.05,21,10,HistGB,HistGB
0.05,21,11,HistGB,HistGB
0.05,21,12,HistGB,HistGB
0.05,21,13,HistGB,HistGB
0.05,21,14,HistGB,HistGB
0.05,22,0,HistGB,HistGB
0.05,22,1,HistGB,HistGB
0.05,22,2,HistGB,HistGB
0.05,22,3,HistGB,HistGB
0.05,22,4,HistGB,HistGB
0.05,22,5,HistGB,HistGB
0.05,22,6,HistGB,HistGB
0.05,22,7,HistGB,HistGB
0.05,22,8,HistGB,HistGB
0.05,22,9,HistGB,HistGB
0.05,22,10,HistGB,HistGB
0.05,22,11,HistGB,HistGB
0.05,22,12,HistGB,HistGB
0.05,22,13,HistGB,HistGB
0.05,22,14,HistGB,HistGB
0.05,23,0,HistGB,HistGB
0.05,23,1,HistGB,HistGB
0.05,23,2,HistGB,HistGB
0.05,23,3,HistGB,HistGB
0.05,23,4,HistGB,HistGB
0.05,23,5,HistGB,HistGB
0.05,23,6,HistGB,HistGB
0.05,23,7,HistGB,HistGB
0.05,23,8,HistGB,HistGB
0.05,23,9,HistGB,HistGB
0.05,23,10,HistGB,HistGB
0.05,23,11,HistGB,HistGB
0.05,23,12,HistGB,HistGB
0.05,23,13,HistGB,HistGB
0.05,23,14,HistGB,HistGB
0.05,24,0,HistGB,HistGB
0.05,24,1,HistGB,HistGB
0.05,24,2,HistGB,HistGB
0.05,24,3,HistGB,HistGB
0.05,24,4,HistGB,HistGB
0.05,24,5,HistGB,HistGB
0.05,24,6,HistGB,HistGB
0.05,24,7,HistGB,HistGB
0.05,24,8,HistGB,HistGB
0.05,24,9,HistGB,HistGB
0.05,24,10,HistGB,HistGB
0.05,24,11,HistGB,HistGB
0.05,24,12,HistGB,HistGB
0.05,24,13,HistGB,HistGB
0.05,24,14,HistGB,HistGB
0.075,0,0,HistGB,HistGB
0.075,0,1,HistGB,HistGB
0.075,0,2,HistGB,HistGB
0.075,0,3,HistGB,HistGB
0.075,0,4,HistGB,HistGB
0.075,0,5,HistGB,HistGB
0.075,0,6,HistGB,HistGB
0.075,0,7,HistGB,HistGB
0.075,0,8,HistGB,HistGB
0.075,0,9,HistGB,HistGB
0.075,0,10,HistGB,HistGB
0.075,0,11,HistGB,HistGB
0.075,0,12,HistGB,HistGB
0.075,0,13,HistGB,HistGB
0.075,0,14,HistGB,RandomForest
0.075,1,0,HistGB,HistGB
0.075,1,1,HistGB,HistGB
0.075,1,2,HistGB,HistGB
0.075,1,3,HistGB,HistGB
0.075,1,4,HistGB,HistGB
0.075,1,5,HistGB,HistGB
0.075,1,6,HistGB,HistGB
0.075,1,7,HistGB,HistGB
0.075,1,8,HistGB,HistGB
0.075,1,9,HistGB,HistGB
0.075,1,10,HistGB,RandomForest
0.075,1,11,HistGB,HistGB
0.075,1,12,HistGB,HistGB
0.075,1,13,HistGB,HistGB
0.075,1,14,HistGB,HistGB
0.075,2,0,HistGB,HistGB
0.075,2,1,HistGB,HistGB
0.075,2,2,HistGB,HistGB
0.075,2,3,HistGB,RandomForest
0.075,2,4,HistGB,HistGB
0.075,2,5,HistGB,HistGB
0.075,2,6,HistGB,HistGB
0.075,2,7,HistGB,HistGB
0.075,2,8,HistGB,HistGB
0.075,2,9,HistGB,HistGB
0.075,2,10,HistGB,HistGB
0.075,2,11,HistGB,HistGB
0.075,2,12,HistGB,HistGB
0.075,2,13,HistGB,HistGB
0.075,2,14,HistGB,HistGB
0.075,3,0,HistGB,HistGB
0.075,3,1,HistGB,HistGB
0.075,3,2,HistGB,HistGB
0.075,3,3,HistGB,RandomForest
0.075,3,4,HistGB,HistGB
0.075,3,5,HistGB,HistGB
0.075,3,6,HistGB,HistGB
0.075,3,7,HistGB,HistGB
0.075,3,8,HistGB,HistGB
0.075,3,9,HistGB,HistGB
0.075,3,10,HistGB,HistGB
0.075,3,11,HistGB,HistGB
0.075,3,12,HistGB,HistGB
0.075,3,13,HistGB,HistGB
0.075,3,14,HistGB,HistGB
0.075,4,0,HistGB,HistGB
0.075,4,1,HistGB,RandomForest
0.075,4,2,HistGB,HistGB
0.075,4,3,HistGB,HistGB
0.075,4,4,HistGB,HistGB
0.075,4,5,HistGB,HistGB
0.075,4,6,HistGB,HistGB
0.075,4,7,HistGB,HistGB
0.075,4,8,HistGB,HistGB
0.075,4,9,HistGB,HistGB
0.075,4,10,HistGB,HistGB
0.075,4,11,HistGB,HistGB
0.075,4,12,HistGB,RandomForest
0.075,4,13,HistGB,HistGB
0.075,4,14,HistGB,HistGB
0.075,5,0,HistGB,HistGB
0.075,5,1,HistGB,HistGB
0.075,5,2,HistGB,HistGB
0.075,5,3,HistGB,HistGB
0.075,5,4,HistGB,HistGB
0.075,5,5,HistGB,HistGB
0.075,5,6,HistGB,HistGB
0.075,5,7,HistGB,HistGB
0.075,5,8,HistGB,HistGB
0.075,5,9,HistGB,HistGB
0.075,5,10,HistGB,HistGB
0.075,5,11,HistGB,HistGB
0.075,5,12,HistGB,HistGB
0.075,5,13,HistGB,HistGB
0.075,5,14,HistGB,RandomForest
0.075,6,0,HistGB,HistGB
0.075,6,1,HistGB,HistGB
0.075,6,2,HistGB,HistGB
0.075,6,3,HistGB,HistGB
0.075,6,4,HistGB,HistGB
0.075,6,5,HistGB,HistGB
0.075,6,6,HistGB,HistGB
0.075,6,7,HistGB,HistGB
0.075,6,8,HistGB,HistGB
0.075,6,9,HistGB,HistGB
0.075,6,10,HistGB,HistGB
0.075,6,11,HistGB,HistGB
0.075,6,12,HistGB,HistGB
0.075,6,13,HistGB,HistGB
0.075,6,14,HistGB,HistGB
0.075,7,0,HistGB,HistGB
0.075,7,1,HistGB,HistGB
0.075,7,2,HistGB,HistGB
0.075,7,3,HistGB,HistGB
0.075,7,4,HistGB,HistGB
0.075,7,5,HistGB,HistGB
0.075,7,6,HistGB,HistGB
0.075,7,7,HistGB,HistGB
0.075,7,8,HistGB,HistGB
0.075,7,9,HistGB,HistGB
0.075,7,10,HistGB,HistGB
0.075,7,11,HistGB,HistGB
0.075,7,12,HistGB,HistGB
0.075,7,13,HistGB,HistGB
0.075,7,14,HistGB,HistGB
0.075,8,0,HistGB,HistGB
0.075,8,1,HistGB,HistGB
0.075,8,2,HistGB,HistGB
0.075,8,3,HistGB,HistGB
0.075,8,4,HistGB,HistGB
0.075,8,5,HistGB,HistGB
0.075,8,6,HistGB,RandomForest
0.075,8,7,HistGB,HistGB
0.075,8,8,HistGB,HistGB
0.075,8,9,HistGB,HistGB
0.075,8,10,HistGB,HistGB
0.075,8,11,HistGB,HistGB
0.075,8,12,HistGB,HistGB
0.075,8,13,HistGB,HistGB
0.075,8,14,HistGB,HistGB
0.075,9,0,HistGB,HistGB
0.075,9,1,HistGB,HistGB
0.075,9,2,HistGB,HistGB
0.075,9,3,HistGB,RandomForest
0.075,9,4,HistGB,HistGB
0.075,9,5,HistGB,HistGB
0.075,9,6,HistGB,HistGB
0.075,9,7,HistGB,HistGB
0.075,9,8,HistGB,HistGB
0.075,9,9,HistGB,HistGB
0.075,9,10,HistGB,HistGB
0.075,9,11,HistGB,HistGB
0.075,9,12,HistGB,HistGB
0.075,9,13,HistGB,HistGB
0.075,9,14,HistGB,HistGB
0.075,10,0,HistGB,HistGB
0.075,10,1,HistGB,HistGB
0.075,10,2,HistGB,HistGB
0.075,10,3,HistGB,HistGB
0.075,10,4,HistGB,HistGB
0.075,10,5,HistGB,HistGB
0.075,10,6,HistGB,HistGB
0.075,10,7,HistGB,HistGB
0.075,10,8,HistGB,HistGB
0.075,10,9,HistGB,HistGB
0.075,10,10,HistGB,HistGB
0.075,10,11,HistGB,HistGB
0.075,10,12,HistGB,HistGB
0.075,10,13,HistGB,HistGB
0.075,10,14,HistGB,HistGB
0.075,11,0,HistGB,HistGB
0.075,11,1,HistGB,HistGB
0.075,11,2,HistGB,HistGB
0.075,11,3,HistGB,HistGB
0.075,11,4,HistGB,HistGB
0.075,11,5,HistGB,HistGB
0.075,11,6,HistGB,HistGB
0.075,11,7,HistGB,HistGB
0.075,11,8,HistGB,HistGB
0.075,11,9,HistGB,HistGB
0.075,11,10,HistGB,HistGB
0.075,11,11,HistGB,HistGB
0.075,11,12,HistGB,HistGB
0.075,11,13,HistGB,HistGB
0.075,11,14,HistGB,HistGB
0.075,12,0,HistGB,HistGB
0.075,12,1,HistGB,HistGB
0.075,12,2,HistGB,HistGB
0.075,12,3,HistGB,HistGB
0.075,12,4,HistGB,HistGB
0.075,12,5,HistGB,HistGB
0.075,12,6,HistGB,HistGB
0.075,12,7,HistGB,HistGB
0.075,12,8,HistGB,HistGB
0.075,12,9,HistGB,HistGB
0.075,12,10,HistGB,HistGB
0.075,12,11,HistGB,HistGB
0.075,12,12,HistGB,HistGB
0.075,12,13,HistGB,HistGB
0.075,12,14,HistGB,HistGB
0.075,13,0,HistGB,RandomForest
0.075,13,1,HistGB,HistGB
0.075,13,2,HistGB,HistGB
0.075,13,3,HistGB,HistGB
0.075,13,4,HistGB,RandomForest
0.075,13,5,HistGB,HistGB
0.075,13,6,HistGB,HistGB
0.075,13,7,HistGB,HistGB
0.075,13,8,HistGB,HistGB
0.075,13,9,HistGB,HistGB
0.075,13,10,HistGB,HistGB
0.075,13,11,HistGB,HistGB
0.075,13,12,HistGB,HistGB
0.075,13,13,HistGB,HistGB
0.075,13,14,HistGB,HistGB
0.075,14,0,HistGB,HistGB
0.075,14,1,HistGB,HistGB
0.075,14,2,HistGB,HistGB
0.075,14,3,HistGB,HistGB
0.075,14,4,HistGB,HistGB
0.075,14,5,HistGB,HistGB
0.075,14,6,HistGB,HistGB
0.075,14,7,HistGB,HistGB
0.075,14,8,HistGB,HistGB
0.075,14,9,HistGB,HistGB
0.075,14,10,HistGB,HistGB
0.075,14,11,HistGB,HistGB
0.075,14,12,HistGB,HistGB
0.075,14,13,HistGB,HistGB
0.075,14,14,HistGB,HistGB
0.075,15,0,HistGB,HistGB
0.075,15,1,HistGB,HistGB
0.075,15,2,HistGB,HistGB
0.075,15,3,HistGB,HistGB
0.075,15,4,HistGB,HistGB
0.075,15,5,HistGB,HistGB
0.075,15,6,HistGB,HistGB
0.075,15,7,HistGB,HistGB
0.075,15,8,HistGB,RandomForest
0.075,15,9,HistGB,HistGB
0.075,15,10,HistGB,HistGB
0.075,15,11,HistGB,HistGB
0.075,15,12,HistGB,HistGB
0.075,15,13,HistGB,HistGB
0.075,15,14,HistGB,HistGB
0.075,16,0,HistGB,HistGB
0.075,16,1,HistGB,HistGB
0.075,16,2,HistGB,HistGB
0.075,16,3,HistGB,HistGB
0.075,16,4,HistGB,HistGB
0.075,16,5,HistGB,HistGB
0.075,16,6,HistGB,HistGB
0.075,16,7,HistGB,HistGB
0.075,16,8,HistGB,HistGB
0.075,16,9,HistGB,HistGB
0.075,16,10,HistGB,HistGB
0.075,16,11,HistGB,RandomForest
0.075,16,12,HistGB,HistGB
0.075,16,13,HistGB,HistGB
0.075,16,14,HistGB,HistGB
0.075,17,0,HistGB,HistGB
0.075,17,1,HistGB,HistGB
0.075,17,2,HistGB,HistGB
0.075,17,3,HistGB,HistGB
0.075,17,4,HistGB,HistGB
0.075,17,5,HistGB,HistGB
0.075,17,6,HistGB,HistGB
0.075,17,7,HistGB,HistGB
0.075,17,8,HistGB,HistGB
0.075,17,9,HistGB,HistGB
0.075,17,10,HistGB,HistGB
0.075,17,11,HistGB,HistGB
0.075,17,12,HistGB,RandomForest
0.075,17,13,HistGB,HistGB
0.075,17,14,HistGB,HistGB
0.075,18,0,HistGB,HistGB
0.075,18,1,HistGB,HistGB
0.075,18,2,HistGB,HistGB
0.075,18,3,HistGB,HistGB
0.075,18,4,HistGB,HistGB
0.075,18,5,HistGB,HistGB
0.075,18,6,HistGB,HistGB
0.075,18,7,HistGB,HistGB
0.075,18,8,HistGB,HistGB
0.075,18,9,HistGB,HistGB
0.075,18,10,HistGB,HistGB
0.075,18,11,HistGB,HistGB
0.075,18,12,HistGB,HistGB
0.075,18,13,HistGB,HistGB
0.075,18,14,HistGB,HistGB
0.075,19,0,HistGB,HistGB
0.075,19,1,HistGB,HistGB
0.075,19,2,HistGB,HistGB
0.075,19,3,HistGB,HistGB
0.075,19,4,HistGB,HistGB
0.075,19,5,HistGB,HistGB
0.075,19,6,HistGB,RandomForest
0.075,19,7,HistGB,HistGB
0.075,19,8,HistGB,HistGB
0.075,19,9,HistGB,HistGB
0.075,19,10,HistGB,HistGB
0.075,19,11,HistGB,HistGB
0.075,19,12,HistGB,HistGB
0.075,19,13,HistGB,HistGB
0.075,19,14,HistGB,HistGB
0.075,20,0,HistGB,HistGB
0.075,20,1,HistGB,HistGB
0.075,20,2,HistGB,HistGB
0.075,20,3,HistGB,HistGB
0.075,20,4,HistGB,HistGB
0.075,20,5,HistGB,HistGB
0.075,20,6,HistGB,HistGB
0.075,20,7,HistGB,HistGB
0.075,20,8,HistGB,HistGB
0.075,20,9,HistGB,HistGB
0.075,20,10,HistGB,RandomForest
0.075,20,11,HistGB,HistGB
0.075,20,12,HistGB,HistGB
0.075,20,13,HistGB,HistGB
0.075,20,14,HistGB,HistGB
0.075,21,0,HistGB,HistGB
0.075,21,1,HistGB,RandomForest
0.075,21,2,HistGB,HistGB
0.075,21,3,HistGB,HistGB
0.075,21,4,HistGB,HistGB
0.075,21,5,HistGB,HistGB
0.075,21,6,HistGB,HistGB
0.075,21,7,HistGB,HistGB
0.075,21,8,HistGB,HistGB
0.075,21,9,HistGB,HistGB
0.075,21,10,HistGB,HistGB
0.075,21,11,HistGB,HistGB
0.075,21,12,HistGB,HistGB
0.075,21,13,HistGB,HistGB
0.075,21,14,HistGB,HistGB
0.075,22,0,HistGB,HistGB
0.075,22,1,HistGB,HistGB
0.075,22,2,HistGB,HistGB
0.075,22,3,HistGB,HistGB
0.075,22,4,HistGB,HistGB
0.075,22,5,HistGB,HistGB
0.075,22,6,HistGB,HistGB
0.075,22,7,HistGB,HistGB
0.075,22,8,HistGB,RandomForest
0.075,22,9,HistGB,HistGB
0.075,22,10,HistGB,HistGB
0.075,22,11,HistGB,HistGB
0.075,22,12,HistGB,HistGB
0.075,22,13,HistGB,HistGB
0.075,22,14,HistGB,HistGB
0.075,23,0,HistGB,HistGB
0.075,23,1,HistGB,HistGB
0.075,23,2,HistGB,HistGB
0.075,23,3,HistGB,HistGB
0.075,23,4,HistGB,HistGB
0.075,23,5,HistGB,HistGB
0.075,23,6,HistGB,HistGB
0.075,23,7,HistGB,HistGB
0.075,23,8,HistGB,HistGB
0.075,23,9,HistGB,HistGB
0.075,23,10,HistGB,HistGB
0.075,23,11,HistGB,HistGB
0.075,23,12,HistGB,HistGB
0.075,23,13,HistGB,HistGB
0.075,23,14,HistGB,HistGB
0.075,24,0,HistGB,HistGB
0.075,24,1,HistGB,HistGB
0.075,24,2,HistGB,HistGB
0.075,24,3,HistGB,HistGB
0.075,24,4,HistGB,HistGB
0.075,24,5,HistGB,HistGB
0.075,24,6,HistGB,HistGB
0.075,24,7,HistGB,HistGB
0.075,24,8,HistGB,HistGB
0.075,24,9,HistGB,HistGB
0.075,24,10,HistGB,HistGB
0.075,24,11,HistGB,HistGB
0.075,24,12,HistGB,HistGB
0.075,24,13,HistGB,HistGB
0.075,24,14,HistGB,HistGB
0.1,0,0,HistGB,HistGB
0.1,0,1,HistGB,HistGB
0.1,0,2,HistGB,HistGB
0.1,0,3,HistGB,HistGB
0.1,0,4,HistGB,HistGB
0.1,0,5,HistGB,RandomForest
0.1,0,6,HistGB,RandomForest
0.1,0,7,HistGB,HistGB
0.1,0,8,HistGB,HistGB
0.1,0,9,HistGB,HistGB
0.1,0,10,HistGB,HistGB
0.1,0,11,HistGB,HistGB
0.1,0,12,HistGB,HistGB
0.1,0,13,HistGB,HistGB
0.1,0,14,HistGB,RandomForest
0.1,1,0,HistGB,HistGB
0.1,1,1,HistGB,HistGB
0.1,1,2,HistGB,HistGB
0.1,1,3,HistGB,HistGB
0.1,1,4,HistGB,HistGB
0.1,1,5,HistGB,HistGB
0.1,1,6,HistGB,HistGB
0.1,1,7,HistGB,HistGB
0.1,1,8,HistGB,HistGB
0.1,1,9,HistGB,HistGB
0.1,1,10,HistGB,HistGB
0.1,1,11,HistGB,HistGB
0.1,1,12,HistGB,HistGB
0.1,1,13,HistGB,HistGB
0.1,1,14,HistGB,HistGB
0.1,2,0,HistGB,HistGB
0.1,2,1,HistGB,HistGB
0.1,2,2,HistGB,HistGB
0.1,2,3,HistGB,RandomForest
0.1,2,4,HistGB,HistGB
0.1,2,5,HistGB,HistGB
0.1,2,6,HistGB,HistGB
0.1,2,7,HistGB,HistGB
0.1,2,8,HistGB,HistGB
0.1,2,9,HistGB,HistGB
0.1,2,10,HistGB,HistGB
0.1,2,11,HistGB,HistGB
0.1,2,12,HistGB,HistGB
0.1,2,13,HistGB,HistGB
