radius,outer,clean_final_choice,sr_final_choice,oracle_choice,clean_test_sr,sr_test_sr,oracle_test_sr,clean_regret,sr_regret,clean_oracle_match,sr_oracle_match,test_sr_OLS,test_sr_RidgeCV,test_sr_LassoCV,test_sr_KNN,test_sr_RandomForest,test_sr_HistGB,clean_vote_OLS,clean_vote_RidgeCV,clean_vote_LassoCV,clean_vote_KNN,clean_vote_RandomForest,clean_vote_HistGB,sr_vote_OLS,sr_vote_RidgeCV,sr_vote_LassoCV,sr_vote_KNN,sr_vote_RandomForest,sr_vote_HistGB
0.075,8,HistGB,HistGB,HistGB,15.808777605744115,15.808777605744115,15.808777605744115,0.0,0.0,1,1,20.312479307546436,20.312410247920898,20.31283067159547,17.42298084359802,16.302501173609294,15.808777605744115,0,0,0,0,0,15,0,0,0,0,1,14
0.075,9,HistGB,HistGB,HistGB,16.432472335229797,16.432472335229797,16.432472335229797,0.0,0.0,1,1,21.62523705043296,21.625422495943347,21.625170546523364,18.70832699677178,17.02058549033534,16.432472335229797,0,0,0,0,0,15,0,0,0,0,1,14
0.075,10,HistGB,HistGB,HistGB,15.897692398167809,15.897692398167809,15.897692398167809,0.0,0.0,1,1,21.04384456666451,21.043875634793967,21.043874675702945,18.23409635744408,16.24685484525761,15.897692398167809,0,0,0,0,0,15,0,0,0,0,0,15
0.075,11,HistGB,HistGB,HistGB,15.524256628008994,15.524256628008994,15.524256628008994,0.0,0.0,1,1,20.56151478696332,20.561772325990123,20.56182424934319,17.702126136436632,15.745700685374198,15.524256628008994,0,0,0,0,0,15,0,0,0,0,0,15
0.075,12,HistGB,HistGB,HistGB,15.437288012287256,15.437288012287256,15.437288012287256,0.0,0.0,1,1,20.80164790664218,20.801426844091623,20.801851212308858,17.28400057634424,15.854878934267983,15.437288012287256,0,0,0,0,0,15,0,0,0,0,0,15
0.075,13,HistGB,HistGB,HistGB,16.12309624817435,16.12309624817435,16.12309624817435,0.0,0.0,1,1,21.46969565355075,21.470042774476536,21.46796116267534,18.84843888516301,16.72392577581261,16.12309624817435,0,0,0,0,0,15,0,0,0,0,2,13
0.075,14,HistGB,HistGB,HistGB,16.287274118796535,16.287274118796535,16.287274118796535,0.0,0.0,1,1,21.594243894976717,21.593963252633657,21.593808183162732,18.402667188710684,16.70129123693177,16.287274118796535,0,0,0,0,0,15,0,0,0,0,0,15
0.075,15,HistGB,HistGB,HistGB,16.257283465451724,16.257283465451724,16.257283465451724,0.0,0.0,1,1,21.020012418218208,21.019560020425118,21.02018769596375,17.75422977170152,16.735004268121212,16.257283465451724,0,0,0,0,0,15,0,0,0,0,1,14
0.075,16,HistGB,HistGB,HistGB,16.9386162995056,16.9386162995056,16.9386162995056,0.0,0.0,1,1,22.229614954602155,22.229091347289355,22.229571090005052,18.564516059608767,17.354909564869782,16.9386162995056,0,0,0,0,0,15,0,0,0,0,1,14
0.075,17,HistGB,HistGB,HistGB,18.217991662683282,18.217991662683282,18.217991662683282,0.0,0.0,1,1,22.530211161808968,22.529529432899036,22.529218772442515,19.64395836384168,18.859267812789525,18.217991662683282,0,0,0,0,0,15,0,0,0,0,1,14
